,Tweet,URL,Date,user_id,Replies,Retweets,Likes,Tweet Content,Main language use
276,276,https://twitter.com/TGTM_Official/status/1511033858799587336,2022-04-04,1500639956737597442,22,274,711,【Protest erupted in #London city center demanding Johnson to step down】Some Chinese netizens took the chance to show contempt for #UK's sanctions on #Russia. Disgusting Schadenfreude alert⚠️ #TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar  https://t.co/iS7JJt3FLs,2
277,277,https://twitter.com/TGTM_Official/status/1511063556371800067,2022-04-04,1500639956737597442,161,1403,3603,"A Lecturer at Fudan University, Weibo OP specializing in the Russian-Ukrainian conflict with over 1.7M subscribers justifying a potential massacres of Ukrainian civilians by the Russian military.  #TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar  https://t.co/IztM8bWUiT",2
278,278,https://twitter.com/TGTM_Official/status/1511108852791578624,2022-04-04,1500639956737597442,30,260,694,"【A top comment expressing nostalgia for the Soviet Union received 11k likes on Chinese young people Youtube (Bilibili)】For reference, as of October 2021, almost 75 percent of Bilibili's users are below 24 years old. #TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar  https://t.co/n8JDT0NFBs",2
279,279,https://twitter.com/TGTM_Official/status/1511119382893989888,2022-04-04,1500639956737597442,0,1,14,@LindaTangUSA @Bt3Usn @DrLiMengYAN1 Thank you for the correction!,2
280,280,https://twitter.com/TGTM_Official/status/1511153558221213698,2022-04-05,1500639956737597442,194,706,3837,来自 #大翻译运动 贡献者的宣言的汇集  Messages from the contributors of #TheGreatTranslationMovement  https://t.co/z0lYvC6hgK,1
281,281,https://twitter.com/TGTM_Official/status/1511179728614420485,2022-04-05,1500639956737597442,49,212,852,We are glad that some pro-Ukraine voices are found before they get censored in China.  #大翻译运动 #TheGreatTranslationMovement,2
282,282,https://twitter.com/TGTM_Official/status/1511199449741238272,2022-04-05,1500639956737597442,40,386,1086,"【Do you want to picture a 𝐔𝐭𝐨𝐩𝐢𝐚 where China is the **ONLY** country in the world?】Well, If you really want to, no judgment here, this top comment on Bilibili (Chinese Youtube for young people) and its replies might help. #TheGreatTranslationMovement #大翻译运动  https://t.co/VXTddVF1kF",2
283,283,https://twitter.com/TGTM_Official/status/1511230739555106816,2022-04-05,1500639956737597442,61,206,595,Facebook posts from Malaysian Chinese  #TheGreatTranslationMovement #大翻译运动,2
284,284,https://twitter.com/TGTM_Official/status/1511244748438204417,2022-04-05,1500639956737597442,25,167,583,A Chinese netizen posted her/his prediction of 2022 World Cup to show support for Ukraine. Here are the comments she/he got. #TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar  https://t.co/wQLi9mZxt3,2
285,285,https://twitter.com/TGTM_Official/status/1511290049358295044,2022-04-05,1500639956737597442,48,502,1314,【Sacramento mass shooting】Top comments on Chinese state media People's Daily Overseas Edition (人民日报海外网) are filled with Chinese nationalists spewing out #antiUS hatred on innocent gun violence victims. #TheGreatTranslationMovement #大翻译运动 #ThisIsChina #ChinaExposed  https://t.co/sFtwVnhUYc,2
286,286,https://twitter.com/TGTM_Official/status/1511295080056901638,2022-04-05,1500639956737597442,15,107,420,"To date, Shanghai CDC still insists on separating kids who tested positive if their parents tested negative. We don't understand this inhumane #COVID19 policy.  #大翻译运动 #TheGreatTranslationMovement",2
287,287,https://twitter.com/TGTM_Official/status/1511338868439539712,2022-04-05,1500639956737597442,18,204,566,The legendary #Wumao makes an appearance on TV  #TheGreatTranslationMovement #大翻译运动  https://t.co/h97RzzUM8h,2
288,288,https://twitter.com/TGTM_Official/status/1511378882200489986,2022-04-05,1500639956737597442,46,223,982,CCP should really hire us (2nd warning)  #大翻译运动 #TheGreatTranslationMovement  https://t.co/tnMDfFu6Zm,2
289,289,https://twitter.com/TGTM_Official/status/1511425944531046400,2022-04-05,1500639956737597442,48,407,1204,Z is the new symbol.  #大翻译运动 #TheGreatTranslationMovement  #RussiaUkraineWar #BuchaMasacre  https://t.co/SP1k39970h,2
290,290,https://twitter.com/TGTM_Official/status/1511448595693772808,2022-04-05,1500639956737597442,25,226,679,"1.35 million! China State media CCTV posted unverified covid daily infection statistics in US, and forced to issued correction after facing outcry. #COVID19 #chinacovid  #TheGreatTranslationMovement  https://t.co/KcOEkCmtwT",2
291,291,https://twitter.com/TGTM_Official/status/1511463692537249795,2022-04-05,1500639956737597442,62,607,1545,#Chinazi cheering over a Ukrainian helicopter allegedly downed by a Russia-confiscated US-made Stinger missile. Are #Chinazi too brainwashed to realize they are on the wrong side of history? Or they are just outright evil?#TheGreatTranslationMovement #大翻译运动 #UkraineRussiaWar  https://t.co/hsqeJ7N9H9,2
